Index,Type,Case Number,Intelligence Number,Transaction_Fraud Payment,IR_Fraud Payment,GroundTruth_Fraud Payment,Transaction ID,Found in Source,Transaction_Located,Found in IR,IR_Can Be Located,GroundTruth_Can Be Located,IR_Suspect Number,GroundTruth_Suspect Number,Transaction_Transaction Date (value),Source_Transaction Date (value),IR_Transaction Date (value),GroundTruth_Transaction Date (value),Transaction_Originating Amount,Source_Originating Amount,IR_Originating Amount,GroundTruth_Originating Amount,Transaction_Originating Currency,Source_Originating Currency,IR_Originating Currency,GroundTruth_Originating Currency,Source_Cancel Amount Requested,GroundTruth_Cancel Amount Requested,Transaction_Originator Name,Source_Originator Name,IR_Originator Name,GroundTruth_Originator Name,Transaction_Originator Account Number,Source_Originator Account Number,IR_Originator Account Number,GroundTruth_Originator Account Number,Transaction_Originator Bank Raw,Source_Originator Bank Raw,IR_Originator Bank Raw,GroundTruth_Originator Bank Raw,Transaction_Beneficiary Name,Source_Beneficiary Name,IR_Beneficiary Name,GroundTruth_Beneficiary Name,Transaction_Beneficiary Account Number,Source_Beneficiary Account Number,IR_Beneficiary Account Number,GroundTruth_Beneficiary Account Number,Transaction_Beneficiary Bank Raw,Source_Beneficiary Bank Raw,IR_Beneficiary Bank Raw,GroundTruth_Beneficiary Bank Raw,Transaction Type Source,Transaction Code Description,Source_Transaction Channel,IR_Transaction Channel,GroundTruth_Transaction Channel,Source Remarks,Remarks,Q1
263,HSBC Referral,43,3,3,3,3,b0792385-b1af-47d7-aef8-1774e2ff0f40,True,True,True,True,True,1,1,2024-12-08 00:00:00,8 Dec 2024,2024-12-08 00:00:00,2024-12-08 00:00:00,12200,12200,12200,12200,HKD,HKD,HKD,HKD,,,YEUNG KAI,YEUNG KAI,YEUNG KAI,YEUNG KAI,66666666601,66666666601,66666666601,66666666601,,HSBC Hong Kong ,HSBC,HSBC Hong Kong ,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HANG SENG BANK,HASE,HANG SENG BANK,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,from 1st layer YEUNG KAI,
264,HSBC Referral,43,3,4,4,4,3504d775-3d1c-478d-b4e1-b66d9542ec46,True,True,True,True,True,1,1,2024-12-10 00:00:00,10 Dec 2024,2024-12-10 00:00:00,2024-12-10 00:00:00,10000,10000,10000,10000,HKD,HKD,HKD,HKD,,,YEUNG KAI,YEUNG KAI,YEUNG KAI,YEUNG KAI,66666666601,66666666601,66666666601,66666666601,,HSBC Hong Kong ,HSBC,HSBC Hong Kong ,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HANG SENG BANK,HASE,HANG SENG BANK,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,from 1st layer YEUNG KAI,
274,HSBC Referral,46,2,1=3,1,1=3,8bc79c2c-3080-445c-a8cf-1cd476a2ac3a,True,True,True,True,True,1,1,2025-01-17 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,200000,200000,200000,200000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,WIRE-TRANSFER CREDIT,,,FPS,,same name HSBC account,
275,HSBC Referral,46,2,2=4,2,2=4,0c1eaeaa-5b66-46cd-99da-d57f52ead4a9,True,True,True,True,True,1,1,2025-01-17 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,4000,4000,4000,4000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,WIRE-TRANSFER CREDIT,,,FPS,,same name HSBC account,
278,HSBC Referral,46,5&6,6,6,6,8eff8042-5193-4c39-9735-cccede76f0fd,True,True,True,True,True,1,1,2025-01-18 00:00:00,2025-01-18 00:00:00,2025-01-18 00:00:00,2025-01-18 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,WIRE-TRANSFER CREDIT,,,FPS,,same name HSBC account,
280,HSBC Referral,47,1,1,1,1,e2b1c038-3bb8-499a-a8a2-e6803f0d3c86,True,True,True,True,True,1,1,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24 00:00:00,10900,10900,10900,10900,HKD,HKD,HKD,HKD,,,YEUNG KAI,YEUNG KAI,YEUNG KAI,YEUNG KAI,666-66666-601,666-66666-601,666-66666-601,666-66666-601,,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR CHAN TAI MAN,,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CUTF,UNKNOWN OR INVALID TERRITORY,,FPS,FPS,,,
288,HSBC Referral,49,2,2,2,2,b44aafc5-297c-4c25-8827-6f31af5a655e,True,True,True,True,True,1,1,2025-01-16 00:00:00,2025-01-16 00:00:00,2025-01-16 00:00:00,2025-01-16 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,YAN MEI MEI,YAN MEI MEI,YAN MEI MEI,YAN MEI MEI,444-4444444-102,444-4444444-102,444-4444444-102,444-4444444-102,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
289,HSBC Referral,49,3,2,2,2,b44aafc5-297c-4c25-8827-6f31af5a655e,True,True,True,True,True,1,1,2025-01-16 00:00:00,2025-01-16 00:00:00,2025-01-16 00:00:00,2025-01-16 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,YAN MEI MEI,YAN MEI MEI,YAN MEI MEI,YAN MEI MEI,444-4444444-102,444-4444444-102,444-4444444-102,444-4444444-102,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
7,ODFT,4,1,1,1,1,7fc11c95-d502-425f-9c25-da398ed56a9a,True,True,True,True,True,1,1,2024-08-07 00:00:00,07 AUG,2024-08-07 00:00:00,2024-08-07 00:00:00,5000,5000,5000,5000,HKD,HKD,HKD,HKD,,,YEUNG KAI,MISS YEUNG KAI,YEUNG KAI,YEUNG KAI,666-66666-601,,666-66666-601,666-66666-601,The Hongkong and Shanghai Banking Corporation Limited,滙豐,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,MR      CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HASE,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,Suspect ODFT,,
21,ODFT,4,13,6,6,6,a994608a-f350-4b19-bc2b-6eb5a5980151,True,True,True,True,True,1,1,2024-08-07 00:00:00,8月7日,2024-08-07 00:00:00,2024-08-07 00:00:00,2430,2430,2430,2430,HKD,HKD,HKD,HKD,,,"CHEUNG, TAK SHING",CHEUNG TAK SHING,CHEUNG,"CHEUNG, TAK SHING",222-222222-101,,222-222222-101,222-222222-101,,HASE,HASE,HASE,MR      CHAN TAI MAN,,CHAN,MR CHAN TAI MAN,111-111111-101,,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,柜员机,ATM,ATM,Victim ODFT,,
22,ODFT,4,14,7,7,7,2c60809c-d509-4072-ae18-9e47d9cc68b7,True,True,True,True,True,1,1,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,3060,3060,3060,3060,HKD,HKD,HKD,HKD,,,"YAN, MEI MEI","YAN, MEI MEI",YAN,"YAN, MEI MEI",222-222222-102,222-222222-102,222-222222-102,222-222222-102,,HASE,HASE,HASE,MR      CHAN TAI MAN,,CHAN,MR CHAN TAI MAN,111-111111-101,,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,Default transaction,,FPS,,Victim ODFT,,
66,ODFT,12,1,1,1,1,2810da47-1684-450f-94d9-aef6064774b4,True,True,True,True,True,1,1,2024-07-17 00:00:00,2024-07-17,2024-07-17 00:00:00,2024-07-17 00:00:00,30000,30000,30000,30000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,恆生銀行,HASE,HASE,CHAN TAI MAN,,CHAN,CHAN TAI MAN,111-111111-101,,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,ATM,ATM,ATM,Victim ODFT,,
77,ODFT,15,1,1,1,1,c7e1a931-fba6-4be7-b06d-1bbc900bd034,True,True,True,True,True,1,1,2024-08-10 00:00:00,2024-08-10 00:00:00,2024-08-10 00:00:00,2024-08-10 00:00:00,164024,164024,164024,164024,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,HASE,HASE,HASE,CHAN TAI MAN,,CHAN,CHAN TAI MAN,111-111111-101,,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,,,,Victim ODFT,,
80,ODFT,15,5,3,3,3,860328bd-ffba-42e9-95e2-c6404a6f0231,True,True,True,True,True,1,1,2024-08-10 00:00:00,2024-08-10 00:00:00,2024-08-10 00:00:00,2024-08-10 00:00:00,10169,10169,10169,10169,HKD,HKD,HKD,HKD,,,YAN MEI MEI,YAN MEI MEI,YAN MEI MEI,YAN MEI MEI,222-222222-102,222-222222-102,222-222222-102,222-222222-102,,恆生,HASE,HASE,CHAN TAI MAN,,CHAN,CHAN TAI MAN,111-111111-101,,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,,,,Victim ODFT,,
81,ODFT,15,6,2,2,2,96f49988-0450-4cf1-8ef9-2c448bd5488b,True,True,True,True,True,1,1,2024-08-11 00:00:00,8月11日,2024-08-11 00:00:00,2024-08-11 00:00:00,98001,98001,98001,98001,HKD,HKD,HKD,HKD,,,YEUNG KAI,,YEUNG KAI,YEUNG KAI,66666666601,,66666666601,66666666601,,,HSBC,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HASE,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,ATM,,ATM,Suspect ODFT,,
96,ODFT,20,1,1,1,1,6a957023-8798-4cf5-9b6d-d0bd6fbf0c66,True,True,True,True,True,2,2,2024-12-10 00:00:00,10DEC,2024-12-10 00:00:00,2024-12-10 00:00:00,46000,46000,46000,46000,HKD,HKD,HKD,HKD,,,,MR CHEUNG TAK SHING,CHEUNG,MR CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,HASE,HASE,HASE,CHUNG SIU,,CHUNG SIU,CHUNG SIU,333-333333-102,,333-333333-102,333-333333-102,,,HSBC,,DUTF,ATM TRANSFER UNRELATED   WITHDRAWAL,ATM,,ATM,Victim ODFT,"AS reported payment 1 transferred to non-HASE account, no further investigation.",
97,ODFT,20,1,2,2,1,6a957023-8798-4cf5-9b6d-d0bd6fbf0c66,True,True,True,True,True,1,1,2024-12-11 00:00:00,11DEC,2024-12-11 00:00:00,2024-12-11 00:00:00,46000,46000,46000,46000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,MR CHEUNG TAK SHING,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,HASE,HASE,HASE,"CHAN, TAIMAN",,CHAN,"CHAN, TAIMAN",111-111111-101,,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,ATM,,ATM,Victim ODFT,,
130,ODFT,24,1,1,1,1,45674a75-0cb5-4378-bb05-e6a830f0d84e,True,True,True,True,True,1,1,2024-11-29 00:00:00,11月29日,2024-11-29 00:00:00,2024-11-29 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,YEUNG KAI,,YEUNG KAI,YEUNG KAI,666-66666-601,,666-66666-601,666-66666-601,STANDARD CHARTERED BANK (HONG KONG) LIMITED,渣打银行,Standard Chartered Bank (Hong Kong) Limited,STANDARD CHARTERED BANK (HONG KONG) LIMITED,MR       Chan Tai Man,MR CHAN TAI MAN,CHAN,MR Chan Tai Man,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HASE,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,FPS,FPS,FPS,Suspect ODFT,,
163,ODFT,29,1,1,1,1,fa782cf5-a237-4b0b-8d15-1112ec088534,True,True,True,True,True,1,1,2024-12-27 00:00:00,12/27,2024-12-27 00:00:00,2024-12-27 00:00:00,129890,129890,129890,129890,HKD,HKD,HKD,HKD,,,1/YEUNG KAI,YEUNG KAI,1/YEUNG KAI,1/YEUNG KAI,666-66666-601,666-66666-601,666-66666-601,666-66666-601,PCBCCN■■■■,中國建設銀行貴陽河濱支行,CHINA CONSTRUCTION BANK CORPORATION,PCBCCN■■■■,MR  CHAN TAI MAN,"CHAN, TAI MAN",CHAN,MR CHAN TAI MAN,111-111111-101,,111-111111-101,111-111111-101,,HASE,HASE,HASE,CWTF,WIRE-TRANSFER CREDIT,Branch,Branch,FPS,Suspect ODFT,,
164,ODFT,29,1,2,2,2,110ff3db-38d1-445a-9b41-1af2405c12e6,True,True,True,True,True,1,1,2024-12-27 00:00:00,2024/12/27,2024-12-27 00:00:00,2024-12-27 00:00:00,158890,158890,158890,158890,HKD,HKD,HKD,HKD,,,1/YEUNG KAI,YEUNG KAI,1/YEUNG KAI,1/YEUNG KAI,666-66666-601,666-66666-601,666-66666-601,666-66666-601,PCBCCN■■■■,中國建設銀行貴陽河濱支行,CHINA CONSTRUCTION BANK CORPORATION,PCBCCN■■■■,MR CHAN TAI MAN,"CHAN, TAI MAN",CHAN,MR CHAN TAI MAN,111-111111-101,,111-111111-101,111-111111-101,,HASE,HASE,HASE,CWTF,WIRE-TRANSFER CREDIT,Branch,Branch,FPS,Suspect ODFT,,
210,ODFT,36,1,1,1,1,0a8c5ba5-dacf-4711-ba88-c8285c433a8f,True,True,True,True,True,2,2,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,10000,18000,10000,10000,HKD,HKD,HKD,HKD,,,,CHEUNG TAK SHING,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,Hang Seng Bank Ltd.,HASE,HSB,Hang Seng Bank Ltd.,CHUNG SIU,,CHUNG SIU,,333-333333-102,,333-333333-102,,"The Bank of East Asia, Limited",,The Bank of East Asia,"The Bank of East Asia, Limited",DWTF,Default transaction,,,FPS,Victim ODFT; 客人遭遇支票詐騙,,
211,ODFT,36,1,2,2,2,141508a8-1d5c-4c53-8b0c-5f71929cb910,True,True,True,True,True,2,2,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,8000,,8000,8000,HKD,HKD,HKD,HKD,,,,CHEUNG TAK SHING,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,Hang Seng Bank Ltd.,HASE,HSB,Hang Seng Bank Ltd.,CHUNG SIU,,CHUNG SIU,,333-333333-102,,333-333333-102,,"The Bank of East Asia, Limited",,The Bank of East Asia,"The Bank of East Asia, Limited",DWTF,Default transaction,,,FPS,Victim ODFT; 客人遭遇支票詐騙,,
212,ODFT,36,1,,3,,,,,True,False,,2,,,,2025-01-02 00:00:00,,,,10000,,,,HKD,,,,,,CHEUNG,,,,222-222222-101,,,,HSB,,,,CHUNG SIU,,,,333-333333-102,,,,The Bank of East Asia,,,,,,,,,
213,ODFT,36,1,,4,,,,,True,False,,2,,,,2025-01-02 00:00:00,,,,10000,,,,HKD,,,,,,CHEUNG,,,,222-222222-101,,,,HSB,,,,CHUNG SIU,,,,333-333333-102,,,,The Bank of East Asia,,,,,,,,,
214,ODFT,36,1,,5,,,,,True,False,,2,,,,2025-01-02 00:00:00,,,,5000,,,,HKD,,,,,,CHEUNG,,,,222-222222-101,,,,HSB,,,,CHUNG SIU,,,,333-333333-102,,,,The Bank of East Asia,,,,,,,,,
215,ODFT,36,1,,6,,,,,True,False,,2,,,,2025-01-02 00:00:00,,,,5000,,,,HKD,,,,,,CHEUNG,,,,222-222222-101,,,,HSB,,,,CHUNG SIU,,,,333-333333-102,,,,The Bank of East Asia,,,,,,,,,
216,ODFT,36,1,,7,,,,,True,False,,2,,,,2025-01-02 00:00:00,,,,2000,,,,HKD,,,,,,CHEUNG,,,,222-222222-101,,,,HSB,,,,CHUNG SIU,,,,333-333333-102,,,,The Bank of East Asia,,,,,,,,,
217,ODFT,36,1,,8,,,,,True,False,,1,,,,2025-01-02 00:00:00,,,,30000,,,,HKD,,,,,,CHEUNG,,,,222-222222-101,,,,HSB,,,,CHAN,,,,111-111111-101,,,,HSB,,,,,,,,,
218,ODFT,36,1,,9,,,,,True,False,,1,,,,2025-01-02 00:00:00,,,,30000,,,,HKD,,,,,,CHEUNG,,,,222-222222-101,,,,HSB,,,,CHAN,,,,111-111111-101,,,,HSB,,,,,,,,,
219,ODFT,36,1,,10,,,,,True,False,,1,,,,2025-01-02 00:00:00,,,,10000,,,,HKD,,,,,,CHEUNG,,,,222-222222-101,,,,HSB,,,,CHAN,,,,111-111111-101,,,,HSB,,,,,,,,,
220,ODFT,36,1,,11,,,,,True,False,,1,,,,2025-01-02 00:00:00,,,,10000,,,,HKD,,,,,,CHEUNG,,,,222-222222-101,,,,HSB,,,,CHAN,,,,111-111111-101,,,,HSB,,,,,,,,,
255,ODFT,42,1,1,1,1,3fa14dbb-130c-4945-8e1e-0d94d0494e13,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,10000,10000,10000,10000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,MISS CHEUNG TAK SHING,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,HASE,HASE,HASE,CHAN TAI MAN,,CHAN,CHAN TAI MAN,111-111111-101,,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,Default transaction,,,,Victim ODFT,,
286,ODFT,48,3,2,2,2,b66c8885-77a2-4221-b5b1-87ab5875cbad,True,True,True,True,True,1,1,2025-01-16 00:00:00,2025-01-16,2025-01-16 00:00:00,2025-01-16 00:00:00,44855,44855,44855,44855,HKD,HKD,HKD,HKD,,,YAN MEI MEI,YAN MEI MEI,YAN MEI MEI,YAN MEI MEI,444-4444444-102,444-4444444-102,444-4444444-102,444-4444444-102,ICBKC■■■■■,,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,ICBKC■■■■■,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HASE,HASE,HASE,CWTF,INWARD TELEGRAPHIC       TRANSFER (R22),,,FPS,Suspect ODFT,,
4,Police Letter,2,2,3,3,3,3e024257-694b-4138-bb70-c8e9082160d6,True,True,True,True,True,2,2,2024-08-28 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,50000,50000,50000,50000,HKD,HKD,HKD,HKD,,,,,,,,CASH,,,,,,,MR    CHUNG SIU,CHUNG SIU,CHUNG,MR CHUNG SIU,111-111111-102,111-111111-102,111-111111-102,111-111111-102,,,,HASE,CCCS,ATM/CDM CASH CREDIT USINGACCOUNT INPUT,,cash deposits via ATM,cash deposits via ATM,had deposited a total of,,
16,Police Letter,4,8,6,6,6,a994608a-f350-4b19-bc2b-6eb5a5980151,True,True,True,True,True,1,1,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2430,2430,2430,2430,HKD,HKD,HKD,HKD,,,"CHEUNG, TAK SHING",,CHEUNG,"CHEUNG, TAK SHING",222-222222-101,222-222222-101,222-222222-101,222-222222-101,,HASE,HASE,HASE,MR      CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,ATM,ATM,,,
19,Police Letter,4,11,7,7,7,2c60809c-d509-4072-ae18-9e47d9cc68b7,True,True,True,True,True,1,1,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,3060,3060,3060,3060,HKD,HKD,HKD,HKD,,,"YAN, MEI MEI",,YAN,"YAN, MEI MEI",222-222222-102,222-222222-102,222-222222-102,222-222222-102,,HASE,HASE,HASE,MR      CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,113■■■■■■■,111-111111-101,111-111111-101,,HSB,HASE,HSB,CUTF,Default transaction,FPS,FPS,FPS,into HSB bank,,
20,Police Letter,4,12,2+3,2+3,2+3,,True,True,True,True,True,1,1,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,3258,3258,3258,3258,HKD,HKD,HKD,HKD,,,TSANG SIU MING,,TSANG SIU MING,TSANG SIU MING,666-66666-602,666-66666-602,666-66666-602,666-66666-602,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,MR      CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,024N■■■■■■■,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,,HASE,Hang Seng Bank Ltd.,CUTF,Default transaction,FPS,FPS,FPS,,same as reported transaction 2+3,
23,Police Letter,4,15,8,8,8,f47fb9c0-d69a-4720-b155-4ab5abc39842,True,True,True,True,True,1,1,2024-08-06 00:00:00,2024-08-06 00:00:00,2024-08-06 00:00:00,2024-08-06 00:00:00,336000,336000,336000,336000,HKD,HKD,HKD,HKD,,,"TAN, FUNG",,TAN,"TAN, FUNG",222-222222-103,222-222222-103,222-222222-103,222-222222-103,,HASE,HASE,HASE,MR      CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,,NET,,,,
62,Police Letter,9,1,1,1,1,bb686b10-b386-4645-a4bb-bd1d4d996bd1,True,True,True,True,True,1,1,2024-07-25 00:00:00,2024-07-25 00:00:00,2024-07-25 00:00:00,2024-07-25 00:00:00,50000,50000,50000,50000,HKD,HKD,HKD,HKD,,,,,,,,Cash Deposit,,,,Cash Deposit,,,,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CCAS,CIF CASH DEPOSIT,,cash,cash,"social media app ""WeChat"" and became cyber lovers. The female was then lured by that unknown person and had deposited a total of HK$170000 into 2 bank accounts (including the above listed transactions) for investment.",,
63,Police Letter,10,1,1,1,1,7a47c599-776e-40fb-80f5-45e585c3291a,True,True,True,True,True,1,1,2024-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00,3000,3000,3000,3000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,Hang Seng Bank,HASE,Hang Seng Bank,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,ATM,ATM,,,
64,Police Letter,10,1,2,2,2,ed194421-0dd2-4eb4-8f2f-3c85d9d905c6,True,True,True,True,True,3,3,2024-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00,50000,50000,50000,50000,HKD,HKD,HKD,HKD,,,,,,,,Cash Deposit,,,,Cash Deposit,,,CHIU YAN,CHIU YAN,CHIU,CHIU YAN,111-111111-103,111-111111-103,111-111111-103,111-111111-103,,,HASE,HASE,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,cash deposits via ATM,cash deposits via ATM,,,
65,Police Letter,11,1,1,1,1,82511cfe-0f34-4dfe-b337-5b524ef899e9,True,True,True,True,True,1,1,2024-06-29 00:00:00,2024-06-29 00:00:00,2024-06-29 00:00:00,2024-06-29 00:00:00,25500,25500,25500,25500,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,,CHEUNG,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,Hang Seng Bank,HASE,Hang Seng Bank,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,,
